ratemyprof_id,first_name,last_name,num_of_ratings,overall_rating,tDept
2350135,John,Coles,2,5.0,Engineering
2366387,Jessica,Coley,5,2.8,Social Science
2092134,Daniel,Colleran,33,3.5,English
1434840,David,Collins,1,4.5,English
1434840,David,Collins,1,4.5,English
1434840,David,Collins,1,4.5,English
93344,Luis,Colon,14,2.7,Chemistry
1107359,Julia,Colyar,2,4.8,Education
1760342,Kim,Connolly,11,2.0,Law
1760342,Kim,Connolly,11,2.0,Law
1760342,Kim,Connolly,11,2.0,Law
2057911,Laurie,Connors,2,5.0,Nursing
2057911,Laurie,Connors,2,5.0,Nursing
214817,Tony,Conrad,10,2.7,Not Specified
575419,Kathleen,Conroy,4,5.0,Social Science
575419,Kathleen,Conroy,4,5.0,Social Science
2403329,Joseph,Consiglio,6,4.8,Mathematics
691962,Michael,Constantinou,8,3.9,Engineering
834735,Joseph,Conte,19,3.8,English
2320956,Merideth,Conti,2,5.0,Theater
2493233,Nancy,Cook,5,5.0,Psychology
2493233,Nancy,Cook,5,5.0,Psychology
1983534,Victoria,Cooke,1,5.0,Social Work
1983534,Victoria,Cooke,1,5.0,Social Work
1900779,Eric,Coombs,1,5.0,Film
2346666,Matthew,Copani,1,5.0,Biology
261734,Joan,Copjec,18,2.3,English
963956,Philip,Coppens,6,2.2,Chemistry
1091372,John,Corcoran,27,4.7,Philosophy
1091372,John,Corcoran,27,4.7,Philosophy
2231217,John,Cordaro,0,0,Political Science
2002031,Phillip,Cormier,22,1.8,Mech.  Aerospace Engineering
1469364,Jason,Corso,5,3.9,Computer Science
2218524,Diana,Cortes-Evans,5,5.0,Languages
2578934,Gage,Cosgrove,1,4.0,Mathematics
2083757,Seth,Cosimini,3,4.7,English
2486110,Joseph,Costa,6,4.3,Science
1329954,Justin,Couchman,24,4.6,Psychology
1840489,Andi,Coulter,5,5.0,English
2408775,David,Courtemanche,5,4.2,Engineering
2194638,Chris,Courtney,4,1.2,Operations Management
1347913,Mariana,Coutinho,1,3.0,Psychology
2012752,Jessica,Covert,7,5.0,Communication
2297775,Thomas,Covey,1,4.0,Biology
560492,John,Cowan,32,4.8,Learning Center
156811,Michael,Cowen,56,3.3,Mathematics
1201683,Chris,Cowley,6,4.6,English
1359852,AP,Cox,3,2.5,Not Specified
1359852,AP,Cox,3,2.5,Not Specified
2522071,Stephanie,Cramer,6,4.0,Architecture
1422907,J L,Crassidis,6,3.7,Engineering
250289,Tressa,Crehan,8,4.4,Theater
737569,Russell,Crispell,6,4.8,Physical Ed
1704134,Ralph,Critelli,14,4.8,Social Science
1704134,Ralph,Critelli,14,4.8,Social Science
2683630,Andrew,Crooks,0,0,Geography
1045948,Jeremiah,Crotser,5,4.3,English
771298,Joan,Crouse,7,4.8,History
1334651,Patrick,Crowley,4,2.1,English
1334651,Patrick,Crowley,4,2.1,English
393631,Robert,Croyle,8,4.8,Law
2452283,Shiyue,Cui,2,5.0,Sociology
1420352,Paul,Cullen,9,3.5,Biology
1708358,Chris,Culp,0,0,Music
1834037,Kirstie,Cummings,0,0,Biochemistry
1834037,Kirstie,Cummings,0,0,Biochemistry
982774,Colleen,Cunningham,3,5.0,Fine Arts
982774,Colleen,Cunningham,3,5.0,Fine Arts
1485562,Kenny,Cupers,1,4.5,Architecture
2250608,Angela,Curatalo,1,1.0,Health Science
878073,Cynthia,Curran,1,5.0,Nursing
378272,James,Currie,15,4.7,Music
1798047,Laura,Curry,5,1.7,Film
259433,Thomas,Cusick,49,2.5,Mathematics
1110229,William,D'Alessandro,6,3.1,Philosophy
1949364,Kriston,D'Amuro,1,3.5,Sociology
1949364,Kriston,D'Amuro,1,3.5,Sociology
1369748,Jin,Da Wei,4,4.2,Linguistics
2774671,Reena,Dabas,0,0,Psychology
2021971,Mohsen ,Daghooghi,2,2.2,Engineering
1034892,John,Dahlberg,4,1.6,Communication
2745672,Ning,Dai,1,5.0,Engineering
1100937,Keith,Dalbey,19,4.0,Engineering
848542,Gregory,Dalton,3,4.8,Law
1252,Robert,Daly,38,4.8,English
1252,Robert,Daly,38,4.8,English
1646609,Amanda,Damiano,4,5.0,Communication
415220,Gary,Danford,18,3.9,Architecture
837555,Derek,Daniels,68,4.2,Psychology
2434468,Willis,Danielson,3,4.0,Sociology
747773,Vesna,Danilovic,49,3.9,Political Science
1379410,Alfed,Dansereau,2,4.0,Management
2220183,Karthik,Dantu,8,2.1,Computer Science
2401188,Hoang,Dao,3,4.3,Economics
1979864,Mehdi,Dardashtian,2,2.8,Mathematics
2519652,Gonca,Dardeniz Arikan,1,5.0,Anthropology
996165,Gary,Dargush,29,4.1,Engineering
2488852,Reece,Darham,2,3.5,Communication
1806530,Kristina,Darling,5,2.6,English
1881911,Brad,Darrall,39,4.3,Engineering
1741975,Ciahnan,Darrell,0,0,English
1892095,Rebecca,Darszewski,10,4.7,Social Science
1659143,Sonjoy,Das,20,1.5,Engineering
2525580,Sreyasee,Das Bhattacharjee,41,3.1,Computer Science
2418605,Madhura,Dasgupta,4,2.7,Economics
715097,Kenneth,Dauber,33,3.0,English
242054,Andreas,Daum,32,4.2,History
2451697,Nathan,Daun-Barnett,0,0,Education
1475490,Braun,David,7,4.0,Philosophy
1803058,Patrick,Davis,6,2.4,Music
1803058,Patrick,Davis,6,2.4,Music
2570606,Joshua,Dawson,4,5.0,English
2756113,Maria,Daxenbichler,1,3.0,History
1864844,Justin,De Senso,6,4.8,American Studies
1703768,Alexis,De Veaux,1,5.0,American Studies
2440330,Emily,De Vito,1,4.0,Languages
1136740,Mary Beth,Debus,6,3.3,Communication
161551,Adrienne,Decker,78,3.5,Computer Science
161551,Adrienne,Decker,78,3.5,Computer Science
561368,Nicolette,Decsipkay,15,3.4,English
2263180,Mary,Dedrick,1,1.0,Exercise & Nutrition Sciences
2235760,Elham,Dehghanipour,2,4.0,Transnational Studies
2022221,Greg,Delaney,46,2.9,Architecture
1777011,Sarah,Delavan,5,2.7,Engineering
2034397,Gilles,Deleuze,0,0,Philosophy
1457063,Christos,Delmadoros,16,4.4,Mathematics
942451,Kelly,Delp,3,4.0,Mathematics
1894250,Kenneth,DeMarree,6,3.6,Psychology
2409239,Stephen,Demchak,5,1.4,History
1499282,Murat,Demirbas,45,2.3,Computer Science
1860018,Erica,Demler,24,4.3,Mathematics
1956035,Guo,Deng,2,3.8,Mathematics
1956035,Guo,Deng,2,3.8,Mathematics
2316742,Christopher,Dennison,21,4.3,Sociology
455188,Micheal,Dent,18,3.7,Psychology
1750778,Morgan,Denton,4,3.0,History
2383821,Kristen,Depowski,8,3.7,Engineering
1800327,Timothy,Depriest,3,1.5,Science
1757252,Laurie,Derby,26,2.8,Science
1961403,Piotr,Derengowski,1,1.0,Political Science
1961403,Piotr,Derengowski,1,1.0,Political Science
1482681,Kevin,Deroller,1,2.5,Engineering
231041,Kalpesh,Desai,5,3.9,Marketing
231041,Kalpesh,Desai,5,3.9,Marketing
231041,Kalpesh,Desai,5,3.9,Marketing
253373,Roger,Desforges,62,2.1,History
788474,Anthony,Desimone,6,3.8,Accounting
463337,Paul,Desjardin,16,3.4,Engineering
93338,Mike,Detty,26,3.8,Chemistry
2377232,Eric,Deutsch,1,5.0,History
2377232,Eric,Deutsch,1,5.0,History
1253391,Erich,Devendorf,6,3.5,Engineering
2662206,Marcus,Deveso,1,5.0,Education
257000,Jonathan,Dewald,37,3.7,History
1234496,Robert,Dewhurst,15,4.4,English
1784335,Sanjoy,Dey,3,3.7,Economics
1784335,Sanjoy,Dey,3,3.7,Economics
2448460,Nitasha,Dhillon,6,4.3,Film
2267511,Kristin,DiAngelo,9,1.0,Nursing
2008063,Thomas,Diaz,3,4.0,Linguistics
2669862,Adrianne,Dibrog,7,1.4,Nutrition
2019727,Christian,DiCanio,8,3.5,Linguistics
794338,Alan,Dick,78,3.0,Marketing
1845812,Nathaniel,Dickson,7,4.8,English
1845812,Nathaniel,Dickson,7,4.8,English
429062,John,Dicorso,10,4.0,Engineering
2591002,Josal Josie,Diebold,3,5.0,Social Work
885268,Kevin,Dillon,3,4.3,Law
2313877,Gabriele,DiMaio,5,3.4,Business
307185,Mary,Dimarzio,25,3.1,Health Science
1896857,Alexandra,Dimick,2,4.2,Education
1896857,Alexandra,Dimick,2,4.2,Education
609824,Gregory,Dimitriadis,10,4.9,Education
162100,Johnathan,Dimock,27,2.3,Mathematics
2166785,Nan,Ding,4,4.3,Geography
1321623,Linda,Dinger,5,3.4,Social Work
261719,Randall,Dipert,19,3.8,Philosophy
160827,Nicholas,Dipirro,49,3.4,Engineering
1508041,Ted,Dirienzo,1,5.0,Not Specified
2688756,Adrianna,DiRisio,1,2.0,Theater
833366,Matthew,Disney,6,4.2,Chemistry
645089,Steven,Diver,19,4.0,Chemistry
2514052,David,Dobmeier,0,0,Computer Science
1670648,Craig,Dodge,5,4.8,Mathematics
2462733,David,Doermann,3,2.3,Computer Science
2275375,Margaret,Doerzbacher,3,3.3,Nursing
2503483,Hakan,Doga,19,4.1,Mathematics
1874894,Emily,Dolan,8,4.8,Communication
2567086,Bernard,Dolecki,17,1.9,Media
1533576,Lilia,Dolgopolskaia,6,4.3,Languages
1235948,Darlene,Dombroski,9,4.1,Science
2430444,Jillian,Dombrowski,2,5.0,Social Science
1889225,Alexander,Domijan,4,1.1,Electrical Engineering
2218020,Helen,Domske,1,5.0,Social Science
2485187,Shawn,Donahue,19,4.0,Political Science
2602618,Yige,Dong,0,0,Sociology
2602618,Yige,Dong,0,0,Sociology
1622173,Justin,Donhauser,1,3.5,Philosophy
763144,Maureen,Donnelly,42,2.5,Philosophy
763144,Maureen,Donnelly,42,2.5,Philosophy
2065655,Brian,Donohue,3,4.8,Philosophy
1727029,Judy,Donovan,1,1.5,Library Science
1607600,Andrew,Dorkin,8,4.5,English
1674764,Marty,Doster,0,0,Engineering
1540163,Ronald,Douglas,1,4.5,Film
1784061,Daniel,Dowden,1,3.0,Engineering
2631282,Justin,Downs,23,2.7,Economics
2092672,Patricia,Doyle,6,4.8,Education
934510,.,Dracup,2,2.0,Health Science
1653793,Helen,Drew,3,4.7,Law
1213547,Myrto,Drizou,5,2.9,English
1777726,Adam,Drury,10,3.5,Writing
2064720,Adam,Drury ,2,2.3,English
1112383,Lee,Dryden,4,3.8,Philosophy
382810,Matthew,Dryer,17,2.4,Linguistics
222960,Markus,Dubber,9,2.4,Law
1787222,Kiera,Duckworth,4,5.0,Sociology
2408144,David,Dudek,0,0,Business
2717846,Marie,Dufay,0,0,Linguistics
61053,Michael,Duffey,5,2.2,Medicine
774674,William,Duffy,6,3.9,Classics
774674,William,Duffy,6,3.9,Classics
155549,John,Dugan,52,3.2,Classics
1130184,C.R.,Duggleby,9,3.5,Anthropology
2214697,Jerad,Dumolt,3,4.0,Nutrition
2513092,Tiffany,Dumouchelle,0,0,Music
1121212,Amanda,Duncan,8,4.2,English
1121212,Amanda,Duncan,8,4.2,English
1300037,Nicole,Dunham,4,5.0,Languages
2033928,Tyler ,Dupont,1,1.5,Sociology
598712,Henry,Durand,10,4.0,Not Specified
1547320,Steve,Durbin,11,3.0,Electrical Engineering
1558087,Michael,Durfee,4,5.0,History
2128000,Kristyn,Durick,1,5.0,Nursing
1597984,Paul,Durlak,9,4.8,Sociology
839226,Mark,Durrand,14,4.9,Music
2690424,Kate,Dust,0,0,Education
2393650,Anirban,Dutta,9,1.0,Engineering
2393650,Anirban,Dutta,9,1.0,Engineering
2393650,Anirban,Dutta,9,1.0,Engineering
1971079,Gabrielle,Duval,2,4.3,Humanities
1163913,Dinissa,Duvanova,13,3.8,Political Science
1455764,Sri,Duvvuri,4,1.0,Marketing
1979768,Brahma,Dweepobotee ,0,0,Economics
2636728,Sergey,Dyachenko,0,0,Mathematics
895986,Joshua,Dyck,19,4.3,Political Science
775589,Stephen,Dyson,12,3.8,Classics
2315855,Gregory,Dzara,1,4.0,Classics
2510535,Christopher,Dzierzanowski,1,1.0,Psychology
1388525,Colin,Eager,4,4.9,History
225502,Donald,Eagles,56,3.5,Political Science
2709253,Simon,Eales,2,5.0,English
1736188,Eric,Echard,10,4.8,Mathematics
1059579,Sara,Eddleman,6,4.2,English
2626950,Erica,Edwards,6,3.2,Psychology
1954418,Elif,Ege-Tatar,3,5.0,History
2371292,Gregory,Egerton,4,5.0,Psychology
2072187,Corinne,Eggleston,0,0,Education
1617143,Michael,Egnoto,6,4.9,Communication
916867,Cindy A,Ehlers,5,4.0,Library Science
985580,Kenneth,Ehrenberg,8,3.6,Philosophy
601681,Susan,Eilenberg,31,3.3,English
2224701,Erik,Einarsson,3,3.7,Engineering
1384792,Peter,Ekeh,2,3.8,Ethnic Studies
898784,Elias,Eldayrie,6,4.2,Business
2737615,Sarah,Elder,1,1.0,Film
2697786,Rachael,Elekes,1,4.0,Anthropology
1071276,David,Elibol,21,4.9,Law
474469,Richard,Ellis,19,3.0,History
421297,John,Ellison,20,2.5,Library Science
2341899,Nathan,Ely,0,0,Art History
2341899,Nathan,Ely,0,0,Art History
1218678,Diane,Elze,10,2.9,Social Work
1299192,Carole,Emberton,22,4.0,History
2540692,Cheryl,Emerson,6,4.7,Communication
2102270,Nicholas,Emmanuel,1,4.5,Music
2063112,Laura,Emmons,0,0,Biochemistry
2531656,Allison,Emory,6,5.0,Sociology
276166,David,Engel,18,4.3,Law
2770704,Carolyn,Engelhardt,2,5.0,Mathematics
2691956,Lynn,Engle,1,5.0,Languages
1361369,Ken,English,6,3.2,Engineering
1938028,Siamak,Epackachi,18,3.0,Engineering
1749579,Leonard,Epstein,0,0,Medicine
2632340,Sean,Erreger,0,0,Social Work
295186,Jeffrey,Errington,28,3.0,Engineering
2302271,Wilder,Escobar Almeciga,1,4.0,Languages
2715863,Yunus,Esencayi,0,0,Computer Science & Engineering
1870793,Hodon,Essa,0,0,Economics
2293412,Aaron,Estes,19,4.0,Mech. amp Aerospace Engineering
2428059,David,Estrada,4,3.8,Biochemistry
894670,Kasra,Etemadi,5,3.8,Engineering
1792188,Carolyn,Evans,1,4.5,Library Science
1792188,Carolyn,Evans,1,4.5,Library Science
1792188,Carolyn,Evans,1,4.5,Library Science
930748,Nick,Everest,9,4.8,Management
897810,Charles,Ewing,35,3.2,Law
2514611,Meredith,Ezak,24,4.0,Biology
2742417,Emma,Fabian,2,4.5,Social Work
2312874,Gregory,Fabiano,1,4.0,Psychology
2049852,Donna,Fabry,7,4.8,Nursing
2399286,Johnson,Fadeyi,38,3.3,Engineering
1595524,Emily,Fagerstrom,7,4.1,Mathematics
2564208,Danial,Faghihi,1,4.0,Engineering
2094392,Sean,Fahle,21,4.5,Economics
1532962,William,Falls,6,4.8,Physics
2664055,Jaimie,Falzarano,2,3.0,Business
2760687,James,Falzone,0,0,Music
96273,Adly,Fam,33,1.9,Engineering
96273,Adly,Fam,33,1.9,Engineering
1775093,Zhaobing,Fan,12,4.4,Mathematics
1208221,Quanlei,Fang,15,4.0,Mathematics
1208221,Quanlei,Fang,15,4.0,Mathematics
1474535,Megan,Faragher,6,4.5,English
156821,James,Faran,45,2.8,Mathematics
1928038,Alireza,Farhidzadeh,3,3.5,Engineering
1253,Gaspar,Farkas,15,4.8,Science
1836858,Brijhette,Farmer,0,0,Architecture
1671266,Tanya,Farnung,6,4.8,Languages
1391459,Duardius P.,Farquardt,4,3.9,Geology
906811,Stephanie,Farrar,7,3.8,English
906811,Stephanie,Farrar,7,3.8,English
130928,Michael,Farrell,9,2.8,Sociology
1998915,Christine ,Farrow,3,3.4,Education
2386860,Razie,Fathi,0,0,Computer Science
345319,Tom,Feeley,26,4.8,Communication
356242,Richard,Feero,27,3.8,English
1131763,Janice,Feigenbaum,3,2.5,Nursing
1819277,Sean,Feiner,2,3.2,Film
1492862,Soma,Feldmar,4,1.8,English
946853,James,Felske,6,3.6,Engineering
1619254,Jian,Feng,22,2.5,Science
2149362,Denise,Ferkey,11,3.1,Biology
2687332,Clayton,Fernandes,1,5.0,Mech. & Aerospace Engineering
2027020,Ronald,Fernandez,0,0,Social Science
2582518,Christy,Ferriter,4,3.0,Social Work
2064263,Mallory,Ferrucci,2,4.8,Mathematics
766595,Sigrid,Fertig,22,4.8,Languages
766595,Sigrid,Fertig,22,4.8,Languages
1581628,Kyle,Fetter,13,4.6,English
2788761,Karl,Fiebelkorn,0,0,Medicine
1842896,Dana,Fields,3,3.7,Classics
1664122,Andre,Filiatrault,16,4.2,Engineering
1707938,Jean,Filipiak,4,4.8,Communication
2171048,Michael,Filipski,7,3.2,Mathematics
1916461,Jeffrey,Fineberg,1,5.0,Managerial Science
210367,Lucinda,Finley,19,1.6,Law
699536,Jeremy,Finn,10,2.7,Education
150393,Jerry,Finnegan,9,3.2,Theater
257430,Charles,Finocchiaro,32,4.2,Political Science
2125759,Karen,Fishler,0,0,Social Work
2560714,Katlin,Fitzgerald,1,5.0,Communication
2560714,Katlin,Fitzgerald,1,5.0,Communication
2072447,Stephen,Fitzmaurice,1,4.0,Urban  Regional Planning
1593710,Jessica,Fitzpatrick,2,4.0,Sociology
1706656,Mary,Flaherty,14,4.7,Psychology
1038272,Alison,Flakes,6,4.3,Social Work
1850977,Michael,Flatt,11,2.5,English
824456,Christian,Flaugh,13,4.2,Romance Languages & Lit
2441014,Steven,FLIESLER,0,0,Medicine
2098487,Hannah,Fogarty,10,5.0,English
2425353,Kelly,Foltz-Ramos,4,5.0,Nursing
2616899,Brian,Foote,0,0,Biology
2617917,Sarah,Ford,19,4.1,Sociology
2716979,Ashlee,Ford Versypt,3,5.0,Engineering
992507,David,Forliti,9,4.6,Engineering
1098478,Heidi,Forman,9,3.9,Law
2520530,Sarah,Forney,0,0,Chemistry
1382450,Sima,Fortsch,5,4.5,Management
983956,Mary Beth,Fortunato,10,4.9,Communication
1537027,Cecil,Foster,3,3.8,American Studies
2087798,Veljiko,Fotak,3,4.5,Finance
2087798,Veljiko,Fotak,3,4.5,Finance
1706736,Isabelle,Fournier,2,4.8,Languages
242430,Charles,Fourtner,187,2.5,Biology
903912,Zachary,Fowler,1,5.0,Engineering
903912,Zachary,Fowler,1,5.0,Engineering
942357,Jerold,Frakes,17,3.3,English
2438169,Francesco,Franda,2,5.0,Philosophy
1643601,Nicholas,Frangipane,15,4.8,English
1123896,Michael,Frank,4,4.9,Languages
1123896,Michael,Frank,4,4.9,Languages
1123896,Michael,Frank,4,4.9,Languages
1123896,Michael,Frank,4,4.9,Languages
1650412,Jaume,Franquesa,15,3.0,Anthropology
2310823,Sharonah,Fredrick,17,4.2,Romance Languages & Lit
1830859,Stephen,Free,1,5.0,Biology
276173,Rebecca,French,28,3.6,Law
276173,Rebecca,French,28,3.6,Law
872488,Valerie,Frerichs,24,4.5,Chemistry
1754855,Aaron,Fried,33,3.3,Mathematics
1309470,Kathryn,Friedman,1,3.0,Law
2377486,Christopher,Fritz,8,4.8,Electrical Engineering
899514,Glenn,Frost,27,4.8,Social Work
2387492,Mitchell,Frye,1,5.0,Communicative Disorders
1191444,Yvonne,Fulmore,2,4.5,Film
1625895,Timothy,Furlong,1,5.0,Economics
2361356,Marco,Gaboardi,3,3.3,Computer Science
335946,Shira,Gabriel,172,4.4,Psychology
1126198,Francesco,Gagliardi,3,2.5,Film
2382764,Joana,Gaia,6,2.7,Business
1880831,Kristin,Gainey,10,3.5,Psychology
768867,Andrew,Galarneau,11,4.6,English
2653374,Sebastian,Galbo,5,3.4,English
833427,Erica,Galioto,9,3.5,English
1846951,Megan,Gall,1,5.0,Political Science
2505554,Grady,Gambrel,42,2.2,Physics
1989887,Qiaoqiang,Gan,2,4.0,Electrical Engineering
1055119,Sambandamurthy,Ganapathy,49,3.3,Physics
722800,Subrahmanyam,Ganti,25,1.5,Economics
1616002,Lifang,Gao,3,3.6,Not Specified
1616002,Lifang,Gao,3,3.6,Not Specified
1616002,Lifang,Gao,3,3.6,Not Specified
289384,Joseph,Gardella,11,3.3,Chemistry
833620,James,Gardner,28,4.1,Law
1825347,Shubhangi,Garg,9,4.9,English
1834180,Bernadette,Gargano,1,4.0,Law
909014,Matthew,Garite,7,4.6,English
950753,Richard A.,Garner,8,3.6,English
1481302,Laura,Garofalo,4,2.1,Architecture
1188508,Rodney,Garrison,11,2.1,Music
220946,James,Garvey,40,3.8,Chemistry
115185,Francis,Gasparini,10,2.8,Physics
2230421,Julie,Gass,6,4.7,Psychology
775971,Dinesh,Gauri,8,4.1,Marketing
1545189,Pierre,Gautreau,2,4.8,Engineering
1650406,James,Gawley,3,3.5,Classics
1018844,Lee,Gearhart,3,4.8,Engineering
345890,Micah,Geer,17,3.2,Psychology
732095,Ira,Geffner,9,5.0,Social Science
732095,Ira,Geffner,9,5.0,Social Science
2570156,Jason,Geistweidt,2,5.0,Film
1795871,Lise,Gelernter,3,2.2,Law
2205063,Sarah,Gelfand,0,0,Ethnic Studies
2342174,Elizabeth,Gemperlein,1,5.0,Fine Arts
1834471,Jenagan,Gengatharan,4,5.0,Accounting
2494269,Melissa,Genovese,31,2.5,Nutrition
1745705,J. Ronald,Gentile,0,0,Education
853210,Prasanth,George,13,4.8,Mathematics
853210,Prasanth,George,13,4.8,Mathematics
853210,Prasanth,George,13,4.8,Mathematics
853210,Prasanth,George,13,4.8,Mathematics
324289,Sue,Gerber,6,4.2,Education
324289,Sue,Gerber,6,4.2,Education
1709617,James,Gerland,4,3.1,Computer Science
1709617,James,Gerland,4,3.1,Computer Science
798647,Carol,Gettings,2,1.8,Social Science
2424991,Hamed,Ghahremani,0,0,Management
2467823,Farshad,Ghanei,121,3.6,Computer Science
545701,Shubha,Ghosh,7,4.0,Law
2616138,Carla,Giambrone,0,0,Education
2671800,Maria,Giangreco-Marotta,2,2.5,Languages
1345295,Jolie,Giardino,7,4.7,Social Work
299801,Rossman,Giese,22,2.4,Geology
2189287,Michael,Gifford,1,4.0,English
927115,Brendan,Gilbert,10,4.8,Management
927115,Brendan,Gilbert,10,4.8,Management
2523088,Stephanie,Gill,0,0,Biology
1847551,Ellen,Gilmour,9,2.8,English
2080060,Sarah,Gilson,2,4.3,Business
544571,Stephen,Ginsburg,11,4.9,Education
1907451,Candida,Girling,0,0,Fine Arts
1810246,Maria,Gkizeli,3,2.2,Electrical Engineering
1820738,Sarah,Glann,8,4.9,Sociology
243208,Loss,Glazier,12,3.7,Not Specified
742369,Ryan,Gleason,3,4.7,Mathematics
1020833,Emily,Glenn-Smith,22,4.6,Languages
2582743,David,Glisch-Sanchez,2,4.0,Women's Studies
2742908,Jeffrey,Glodzik,3,5.0,History
328227,Matthew,Glomski,36,4.9,Mathematics
1881180,Erica,Goddard,135,3.5,Psychology
1022224,Stephanie,Godleski,7,4.4,Psychology
1414635,James,Godley,9,3.4,English
1805774,Martin,Goffeney,11,3.0,English
2534979,Omer,Gokcumen,9,2.4,Biology
2257555,Richard,Gold,2,4.0,Management
1074839,Joel,Goldbach,12,4.8,English
2749516,Sarah,Goldbort,0,0,Psychology
1907881,Kathleen,Golde,7,4.6,Theater
2566452,Maximilian,Goldfarb,4,1.5,Art History
1121550,Ruth,Goldman,3,2.3,American Studies
1121550,Ruth,Goldman,3,2.3,American Studies
1352816,Brett,Goldstein,10,1.4,Sociology
1352816,Brett,Goldstein,10,1.4,Sociology
802668,Sandra,Gollnick,2,3.5,Biology
802668,Sandra,Gollnick,2,3.5,Biology
2301270,Berin,Golonu,8,3.2,Art History
383860,Jonathan,Golove,29,3.6,Music
1507901,Daniel,Gomes,6,4.8,English
2722537,Shirley,Gomez,0,0,Communication
1562576,Andre,Gonciar,13,3.8,Anthropology
978893,Eric,Gondree,7,3.2,English
2108645,Jinquan,Gong,4,5.0,Economics
2108645,Jinquan,Gong,4,5.0,Economics
795044,Richard,Gonsalves,8,2.2,Physics
1185184,Jeffrey,Good,14,3.4,Linguistics
1133111,Debra,Goodman,7,3.9,English
951293,J L,Goodnough,4,3.9,English
2284014,Renee,Gosselin,5,4.4,Nutrition
2284014,Renee,Gosselin,5,4.4,Nutrition
2304292,Daniel,Gostelow,2,5.0,Music
1967734,Ramanuj ,Goswami,12,3.4,Chemistry
1967734,Ramanuj ,Goswami,12,3.4,Chemistry
908713,Mark,Gottdiener,25,3.4,Sociology
2027079,Declan,Gould,5,4.8,English
2027079,Declan,Gould,5,4.8,English
1918600,Venugopal,Govindaraju,0,0,Computer Science
2750906,Shantam,Goyal,0,0,Asian American Studies
2088171,Serdar,Gozpinar,13,3.4,Physics
398488,Jorge,Gracia,7,4.4,Philosophy
2565642,Adam,Graczyk,8,4.8,Social Science
1720220,Cathleen,Grado,1,3.5,Film
971335,Jill,Gradwell,35,3.9,American Studies
1333394,Leslie,Graff,4,2.5,English
2327577,Yvette,Granata,0,0,Education
1306992,William,Grande,2,4.2,Management
836150,Robert,Granfield,17,4.2,Sociology
777023,Kerry,Grant,22,2.5,Music
1784490,Synthia,Gratia,5,4.9,Chemistry
1938044,Kelsey,Gratien,3,4.5,Political Science
1294561,Andre,Graves,2,5.0,Geography
609596,Amy,Graves Monroe,8,4.8,Romance Languages & Lit
2316589,Samantha,Gray,7,4.3,Learning Center
2316589,Samantha,Gray,7,4.3,Learning Center
2549133,Danielle,Graybill,0,0,Languages
817463,Sean,Green,24,3.8,Psychology
817463,Sean,Green,24,3.8,Psychology
817463,Sean,Green,24,3.8,Psychology
817463,Sean,Green,24,3.8,Psychology
817463,Sean,Green,24,3.8,Psychology
817463,Sean,Green,24,3.8,Psychology
817463,Sean,Green,24,3.8,Psychology
817463,Sean,Green,24,3.8,Psychology
2533108,Michelle,Green-Frank,1,5.0,Business
2472941,Laura,Greene,1,2.0,Social Work
2062579,Emma,Greenspon,5,3.6,Psychology
1323930,Eric,Greenwood,2,5.0,Physics
2235461,Amy,Greer,7,3.3,English
596198,Timothy,Gregg,4,3.9,Chemistry
596198,Timothy,Gregg,4,3.9,Chemistry
596198,Timothy,Gregg,4,3.9,Chemistry
1926484,Christopher,Greiner,10,3.0,English
2109493,Peter,Grieco,0,0,English
1820210,Darrin,Griffin,2,3.5,Communication
1112291,Keith,Griffler,4,5.0,Ethnic Studies
2259483,Emily,Grijalva,4,4.3,Business
500633,Donald,Grinde,43,3.2,History
1924886,Matthew,Grizzard,11,4.3,Communication
2549915,Adam,Grodek,11,4.6,Geography
1791828,Erin,Grogan,4,3.9,English
1866505,Hanna,Grol-Prokopczyk,12,4.5,Sociology
1834177,Marc,Gromis,1,4.0,Law
2412704,Richard,Gronostajski,1,1.0,Biochemistry
2150439,Alyssa,Gross,1,5.0,Social Work
1277769,Ron,Grossman,11,4.9,Social Science
1277769,Ron,Grossman,11,4.9,Social Science
1277769,Ron,Grossman,11,4.9,Social Science
2691399,Tamara,Grosso,1,4.0,English
1506711,Himanshu,Grover,11,3.4,Design
615074,Robert,Grow,9,4.4,Marketing
1491260,Ana,Grujic,13,2.1,English
441805,Joel,Grundy,40,4.3,Mathematics
2312203,Jiaxi,Gu,19,2.8,Mathematics
2724105,Zhangyu,Guan,1,5.0,Electrical Engineering
2267508,Jennifer,Guay,2,4.5,Nursing
625819,Laura,Guglani,3,5.0,Languages
2030711,Joao,Guimaraes,1,5.0,English
1323875,Phillip B,Guingona,7,4.4,History
259076,Jorge,Guitart,23,3.6,Literature
259076,Jorge,Guitart,23,3.6,Literature
1744874,Stacey,Gulde,168,4.2,Chemistry
1334326,Shermali,Gunawardena,14,2.1,Biology
144673,Sanford,Gunn,33,2.5,Accounting
1213439,Xun,Guo,5,2.9,Mathematics
1213439,Xun,Guo,5,2.9,Mathematics
1213439,Xun,Guo,5,2.9,Mathematics
2065281,Manish,Gupta,2,4.5,Management
2065281,Manish,Gupta,2,4.5,Management
2532976,Rebecca,Gurbuz,5,2.8,Anthropology
1474530,Sara,Gutmann,8,3.9,Not Specified
2276679,Wendy,Guyker,0,0,Education
2628926,Hyoseol,Ha,2,5.0,English
